Text,Category,Label,KG_Sent1,KG_Sent2
"RT @JKNjenga: COCKTAIL PARTIES

DAY 1
TED (DOCTOR): ""How much would you charge for writing a will?""
KIM (LAWYER): ""75K""

Next day, Ted rece…",medical,2,"RT @JKNjenga: COCKTAIL PARTIES DAY 1 TED (DOCTOR): ""How much would you charge for writing a will?"" KIM(American media personality) (LAWYER(Occupation)): ""75K"" Next day, Ted(Conference) rece…","RT @JKNjenga: COCKTAIL PARTIES DAY 1 TED (DOCTOR): ""How much would you charge for writing a will?"" American media personality (Occupation): ""75K"" Next day, Conference rece…"
RT @nmsaints87124: CNN Fails to Ask a Single Immigration Question During Democrat Debate  https://t.co/xh1E4ow14u,politics,3,RT @nmsaints87124: CNN(Television channel) Fails to Ask a Single Immigration Question During Democrat Debate https://t.co/xh1E4ow14u,RT @nmsaints87124: Television channel Fails to Ask a Single Immigration Question During Democrat Debate https://t.co/xh1E4ow14u
Avicii Tribute Concert: In Loving Memory of Tim Bergling https://t.co/67495LcN4p via @YouTube,entertainment,1,Avicii Tribute Concert: In Loving Memory of Tim Bergling(Swedish DJ) https://t.co/67495LcN4p via @YouTube,Avicii Tribute Concert: In Loving Memory of Swedish DJ https://t.co/67495LcN4p via @YouTube
"Good News 
Multan Cricket Stadium renovation work is complete  Multan is ready to host 3 #PSL5 matches 😇😇 https://t.co/3OIiWCd71p",sports,0,Good News Multan(City in Pakistan) Cricket Stadium renovation work is complete Multan(City in Pakistan) is ready to host 3 #PSL5 matches 😇😇 https://t.co/3OIiWCd71p,Good News City in Pakistan Cricket Stadium renovation work is complete City in Pakistan is ready to host 3 #PSL5 matches 😇😇 https://t.co/3OIiWCd71p
"RT @MrCJCalvert: Nothing seems to change with @StefTsitsipas he definitely had anger management problems, fancy whacking your own dad with…",sports,0,"RT @MrCJCalvert: Nothing seems to change with @StefTsitsipas he definitely had anger management problems, fancy whacking your own dad with…","RT @MrCJCalvert: Nothing seems to change with @StefTsitsipas he definitely had anger management problems, fancy whacking your own dad with…"
"RT @PharmaConf20: Steps to reserve your slot for the #PUCG2020Berlin
📰#Callforpapers
®️ #Register
🌆#VisitBerlin
🌐 https://t.co/rrsI4TNTdo
#…",medical,2,RT @PharmaConf20: Steps to reserve your slot for the #PUCG2020Berlin 📰#Callforpapers ®️ #Register 🌆#VisitBerlin 🌐 https://t.co/rrsI4TNTdo #…,RT @PharmaConf20: Steps to reserve your slot for the #PUCG2020Berlin 📰#Callforpapers ®️ #Register 🌆#VisitBerlin 🌐 https://t.co/rrsI4TNTdo #…
"RT @ICC: Who remembers this gesture from Virat Kohli during #CWC19?

The Indian captain is the winner of the 2019 Spirit of Cricket Award 🙌…",sports,0,RT @ICC: Who remembers this gesture from Virat Kohli(Indian cricketer) during #CWC19? The Indian captain is the winner of the 2019 Spirit of Cricket Award 🙌…,RT @ICC: Who remembers this gesture from Indian cricketer during #CWC19? The Indian captain is the winner of the 2019 Spirit of Cricket Award 🙌…
"RT @BBCSport: ❤️ 

Tennis greats played together to raise money for the Australian bushfire appeal. 

#bbctennis https://t.co/bDTe6IZ5gY",sports,0,RT @BBCSport: ❤️ Tennis greats played together to raise money for the Australian bushfire appeal. #bbctennis https://t.co/bDTe6IZ5gY,RT @BBCSport: ❤️ Tennis greats played together to raise money for the Australian bushfire appeal. #bbctennis https://t.co/bDTe6IZ5gY
@GrossDisease Alcohol is one of the worst and is only legal because money and popularity. Caffeine is terribly addi… https://t.co/0xhyTwqgLS,medical,2,@GrossDisease Alcohol is one of the worst and is only legal because money and popularity. Caffeine(Drug) is terribly addi… https://t.co/0xhyTwqgLS,@GrossDisease Alcohol is one of the worst and is only legal because money and popularity. Drug is terribly addi… https://t.co/0xhyTwqgLS
RT @RjSanchari: A movie that made @iHrithik &amp; @ameesha_patel overnight stars! It is #20YearsOfKahoNaaPyaarHai today! With the release of th…,entertainment,1,RT @RjSanchari: A movie that made @iHrithik &amp; @ameesha_patel(Indian actress) overnight stars! It is #20YearsOfKahoNaaPyaarHai today! With the release of th…,RT @RjSanchari: A movie that made @iHrithik &amp; Indian actress overnight stars! It is #20YearsOfKahoNaaPyaarHai today! With the release of th…
RT @MedCFortWorth: Congratulations to Medical City Fort Worth RNs Victoria Gallina and Kathyrn Lozano for winning first place in the nation…,medical,2,RT @MedCFortWorth: Congratulations to Medical City Fort Worth RNs Victoria Gallina and Kathyrn Lozano for winning first place in the nation…,RT @MedCFortWorth: Congratulations to Medical City Fort Worth RNs Victoria Gallina and Kathyrn Lozano for winning first place in the nation…
@dajjrambo I just can't have my good teeth shaved to place fake ones over them with no medical reason. Like what is this!?,medical,2,@dajjrambo I just can't have my good teeth shaved to place fake ones over them with no medical reason. Like what is this!?,@dajjrambo I just can't have my good teeth shaved to place fake ones over them with no medical reason. Like what is this!?
"Good News 
Multan Cricket Stadium renovation work is complete  Multan is ready to host 3 #PSL5 matches 😇😇 #PSL5 https://t.co/EH78tNWBxX",sports,0,Good News Multan(City in Pakistan) Cricket Stadium renovation work is complete Multan(City in Pakistan) is ready to host 3 #PSL5 matches 😇😇 #PSL5 https://t.co/EH78tNWBxX,Good News City in Pakistan Cricket Stadium renovation work is complete City in Pakistan is ready to host 3 #PSL5 matches 😇😇 #PSL5 https://t.co/EH78tNWBxX
"RT @_fifie: Narrator: A man Stands in the shadow, slightly illuminated by the soft blue light.He shifts from left to right, a tennis racque…",sports,0,"RT @_fifie: Narrator: A man Stands in the shadow, slightly illuminated by the soft blue light.He shifts from left to right, a tennis racque…","RT @_fifie: Narrator: A man Stands in the shadow, slightly illuminated by the soft blue light.He shifts from left to right, a tennis racque…"
RT @abfellows: hipaa laws should be changed to make it illegal for any and all medical professionals to make tiktoks of them pointing to wo…,medical,2,RT @abfellows: hipaa laws should be changed to make it illegal for any and all medical professionals to make tiktoks of them pointing to wo…,RT @abfellows: hipaa laws should be changed to make it illegal for any and all medical professionals to make tiktoks of them pointing to wo…
Can a #Tennis Player have any #Knowledge of what it means 2 be completely #Intelligent if they don’t know what it m… https://t.co/s24t8bAcM4,sports,0,Can a #Tennis Player have any #Knowledge of what it means 2 be completely #Intelligent if they don’t know what it m… https://t.co/s24t8bAcM4,Can a #Tennis Player have any #Knowledge of what it means 2 be completely #Intelligent if they don’t know what it m… https://t.co/s24t8bAcM4
RT @Sayreh: @goldenlily2017 Kate is way too tough on stuffies but she looooovvvveees tennis balls. She can sniff them out anywhere... Inclu…,sports,0,RT @Sayreh: @goldenlily2017 Kate(American actress) is way too tough on stuffies but she looooovvvveees tennis balls. She can sniff them out anywhere... Inclu…,RT @Sayreh: @goldenlily2017 American actress is way too tough on stuffies but she looooovvvveees tennis balls. She can sniff them out anywhere... Inclu…
RT @auraambitions: because of Frank Sinatra Las Vegas became integrated and no longer were black performers forced to perform at casinos wh…,entertainment,1,RT @auraambitions: because of Frank Sinatra(American singer) Las Vegas became integrated and no longer were black performers forced to perform at casinos wh…,RT @auraambitions: because of American singer Las Vegas became integrated and no longer were black performers forced to perform at casinos wh…
"RT @HelenGymAtLarge: Forcing localities to fund public services through property taxes creates an inherently inequitable system.

It's not…",politics,3,RT @HelenGymAtLarge: Forcing localities to fund public services through property taxes creates an inherently inequitable system. It's not…,RT @HelenGymAtLarge: Forcing localities to fund public services through property taxes creates an inherently inequitable system. It's not…
Tennis players in Australian Open to be issued with gas masks https://t.co/9h4M9MWYVq https://t.co/h2kDIhh29f,sports,0,Tennis players in Australian Open to be issued with gas masks https://t.co/9h4M9MWYVq https://t.co/h2kDIhh29f,Tennis players in Australian Open to be issued with gas masks https://t.co/9h4M9MWYVq https://t.co/h2kDIhh29f
"RT @TennisChannel: Tennis could not ask for better representatives to come together and support such an important cause, @NickKyrgios and @…",sports,0,"RT @TennisChannel: Tennis could not ask for better representatives to come together and support such an important cause, @NickKyrgios and @…","RT @TennisChannel: Tennis could not ask for better representatives to come together and support such an important cause, @NickKyrgios and @…"
"RT @ManiTweets14: ICC Test Player oF the Year :

2004 R Dravid
05 J Kallis
06 R Ponting
07 M YousuF
08 D Steyn
09 G Ghambir
2010 V Sehwag
1…",sports,0,RT @ManiTweets14: ICC Test Player oF the Year : 2004 R Dravid 05 J Kallis 06 R Ponting 07 M YousuF 08 D Steyn 09 G Ghambir 2010 V Sehwag 1…,RT @ManiTweets14: ICC Test Player oF the Year : 2004 R Dravid 05 J Kallis 06 R Ponting 07 M YousuF 08 D Steyn 09 G Ghambir 2010 V Sehwag 1…
Is your child wanting to try a new sport in the new year? Registration is open for the Y’s 2020 Spring Youth Sports… https://t.co/BRBip34AsL,sports,0,Is your child wanting to try a new sport in the new year? Registration is open for the Y’s 2020 Spring Youth Sports… https://t.co/BRBip34AsL,Is your child wanting to try a new sport in the new year? Registration is open for the Y’s 2020 Spring Youth Sports… https://t.co/BRBip34AsL
"RT @BlaqsInCricket: Farewell JEAN-PAUL DUMINY. Wishing you all of the best in your next chapter. 

You have serves cricket and your country…",sports,0,RT @BlaqsInCricket: Farewell JEAN-PAUL DUMINY. Wishing you all of the best in your next chapter. You have serves cricket and your country…,RT @BlaqsInCricket: Farewell JEAN-PAUL DUMINY. Wishing you all of the best in your next chapter. You have serves cricket and your country…
@BaldHeadMan2 Are you under the impression medical breakthroughs aren’t happening in socialist counties 😂 we spend… https://t.co/dWmXov8cmB,medical,2,@BaldHeadMan2 Are you under the impression medical breakthroughs aren’t happening in socialist counties 😂 we spend… https://t.co/dWmXov8cmB,@BaldHeadMan2 Are you under the impression medical breakthroughs aren’t happening in socialist counties 😂 we spend… https://t.co/dWmXov8cmB
"RT @StarSportsIndia: This is Virat
Virat is a great batsman
Virat respects the opposition
Be like Virat!

Here's to the #TeamIndia captain…",sports,0,RT @StarSportsIndia: This is Virat Virat is a great batsman Virat respects the opposition Be like Virat! Here's to the #TeamIndia captain…,RT @StarSportsIndia: This is Virat Virat is a great batsman Virat respects the opposition Be like Virat! Here's to the #TeamIndia captain…
Finding out that 7 years later there was a concert of a non-american music artist vaguely within driving distance i… https://t.co/seXksOPKx0,entertainment,1,Finding out that 7 years later there was a concert of a non-american music artist vaguely within driving distance i… https://t.co/seXksOPKx0,Finding out that 7 years later there was a concert of a non-american music artist vaguely within driving distance i… https://t.co/seXksOPKx0
@SweetHansrajani @NagabhushanTn @IamSuraksha After Partition Jinnah went to PAK Landed in Karachi Airport. Nobody w… https://t.co/3Gy8xUJKCH,politics,3,@SweetHansrajani @NagabhushanTn @IamSuraksha After Partition Jinnah(Barrister) went to PAK Landed in Karachi Airport. Nobody w… https://t.co/3Gy8xUJKCH,@SweetHansrajani @NagabhushanTn @IamSuraksha After Partition Barrister went to PAK Landed in Karachi Airport. Nobody w… https://t.co/3Gy8xUJKCH
"If Democrats move past neoliberalism, what’s next? https://t.co/hXJTDMUBJx https://t.co/TMhqtExGgO",politics,3,"If Democrats move past neoliberalism, what’s next? https://t.co/hXJTDMUBJx https://t.co/TMhqtExGgO","If Democrats move past neoliberalism, what’s next? https://t.co/hXJTDMUBJx https://t.co/TMhqtExGgO"
RT @sup3rnovas: SEUNGKWAN SAID HEY HOSH ITS NOT YOUR SOLO CONCERT AFTER HOSH CALLED HIMSELF TIGER AAAHH https://t.co/3Et8axrLZY,entertainment,1,RT @sup3rnovas: SEUNGKWAN SAID HEY HOSH ITS NOT YOUR SOLO CONCERT AFTER HOSH CALLED HIMSELF TIGER AAAHH https://t.co/3Et8axrLZY,RT @sup3rnovas: SEUNGKWAN SAID HEY HOSH ITS NOT YOUR SOLO CONCERT AFTER HOSH CALLED HIMSELF TIGER AAAHH https://t.co/3Et8axrLZY
"My local @marksandspencer in Carrickfergus, NI has always had a great selection of gluten free meal deals. HOWEVER,… https://t.co/OvPKiszzRv",medical,2,"My local @marksandspencer in Carrickfergus, NI has always had a great selection of gluten free meal deals. HOWEVER,… https://t.co/OvPKiszzRv","My local @marksandspencer in Carrickfergus, NI has always had a great selection of gluten free meal deals. HOWEVER,… https://t.co/OvPKiszzRv"
"RT @bangtan_india: Section TV entertainment news

Who is BTS closer with among Celebrities?

(Note: The answer is cut off)

@BTS_twt #BTS #…",entertainment,1,RT @bangtan_india: Section TV entertainment news Who is BTS(Boy band) closer with among Celebrities? (Note: The answer is cut off) @BTS(Boy band)_twt #BTS(Boy band) #…,RT @bangtan_india: Section TV entertainment news Who is Boy band closer with among Celebrities? (Note: The answer is cut off) @Boy band_twt #Boy band #…
"Yuzvendra Chahal, Shreyas Iyer, Shikhar Dhawan &amp; Manish Pandey flaunt abs while sweating it out in the gym🔥.. See p… https://t.co/PJWszPLoFu",sports,0,"Yuzvendra Chahal(Indian cricketer), Shreyas Iyer(Indian cricketer), Shikhar Dhawan &amp; Manish Pandey(Indian cricketer) flaunt abs while sweating it out in the gym🔥.. See p… https://t.co/PJWszPLoFu","Indian cricketer, Indian cricketer, Shikhar Dhawan &amp; Indian cricketer flaunt abs while sweating it out in the gym🔥.. See p… https://t.co/PJWszPLoFu"
"RT @TonySahajlain: #Jihad #CrimeNews | Mohammed Shafi, a medical doctor by profession was arrested by the Sri Lankan police for illegally r…",medical,2,"RT @TonySahajlain: #Jihad #CrimeNews | Mohammed Shafi, a medical doctor by profession was arrested by the Sri Lankan police for illegally r…","RT @TonySahajlain: #Jihad #CrimeNews | Mohammed Shafi, a medical doctor by profession was arrested by the Sri Lankan police for illegally r…"
"WATCH #MSFS Global Politics &amp; Security Co-Chair @NicBibSed in conversation with @cindymccain on ""The Scourge of Hum… https://t.co/A5aGMCGrtS",politics,3,"WATCH #MSFS Global Politics &amp; Security Co-Chair @NicBibSed in conversation with @cindymccain on ""The Scourge of Hum… https://t.co/A5aGMCGrtS","WATCH #MSFS Global Politics &amp; Security Co-Chair @NicBibSed in conversation with @cindymccain on ""The Scourge of Hum… https://t.co/A5aGMCGrtS"
RT @CharlesPPierce: That this operation existed is now beyond all question. That the president* himself was involved in it is moving beyond…,politics,3,RT @CharlesPPierce: That this operation existed is now beyond all question. That the president* himself was involved in it is moving beyond…,RT @CharlesPPierce: That this operation existed is now beyond all question. That the president* himself was involved in it is moving beyond…
@Terrence_STR The only country in the world that leads the US in medical research funding is China. The EU countrie… https://t.co/6Il3FkGIXp,medical,2,@Terrence_STR The only country in the world that leads the US in medical research funding is China. The EU countrie… https://t.co/6Il3FkGIXp,@Terrence_STR The only country in the world that leads the US in medical research funding is China. The EU countrie… https://t.co/6Il3FkGIXp
Tennis Australia on the wrong side of history https://t.co/LwKQN2CbkQ,sports,0,Tennis Australia on the wrong side of history https://t.co/LwKQN2CbkQ,Tennis Australia on the wrong side of history https://t.co/LwKQN2CbkQ
"RT @capitolwatch: Democratic Jahana Hayes says Republican congressional candidate Robert Hyde's messages to Lev Parnas are ""deeply disturbi…",politics,3,"RT @capitolwatch: Democratic Jahana Hayes(U.S. Representative) says Republican congressional candidate Robert Hyde's(Book by Robert Louis Stevenson) messages to Lev Parnas(American businessman) are ""deeply disturbi…","RT @capitolwatch: Democratic U.S. Representative says Republican congressional candidate Book by Robert Louis Stevenson messages to American businessman are ""deeply disturbi…"
Welfare spending for UK's poorest shrinks by £37bn https://t.co/Z9f5gCMNsA,politics,3,Welfare spending for UK's poorest shrinks by £37bn https://t.co/Z9f5gCMNsA,Welfare spending for UK's poorest shrinks by £37bn https://t.co/Z9f5gCMNsA
"RT @davidfrum: ""She's going to go through some things."" - President Trump about US ambassador to Ukraine in his ""perfect"" call https://t.co…",politics,3,"RT @davidfrum: ""She's going to go through some things."" - President Trump(Musical instrument) about US ambassador to Ukraine in his ""perfect"" call https://t.co…","RT @davidfrum: ""She's going to go through some things."" - President Musical instrument about US ambassador to Ukraine in his ""perfect"" call https://t.co…"
"RT @PplsAction: ""'We earned those endorsements because of the long history of the senator fighting on behalf of and alongside these communi…",politics,3,"RT @PplsAction: ""'We earned those endorsements because of the long history of the senator fighting on behalf of and alongside these communi…","RT @PplsAction: ""'We earned those endorsements because of the long history of the senator fighting on behalf of and alongside these communi…"
RT @klaudia_cs93: You know what is the absolute joke? That Roger is being dragged into EVERYTHING. Climate change? Blame Roger. Tennis look…,sports,0,RT @klaudia_cs93: You know what is the absolute joke? That Roger(Fictional character) is being dragged into EVERYTHING. Climate change? Blame Roger(Fictional character). Tennis look…,RT @klaudia_cs93: You know what is the absolute joke? That Fictional character is being dragged into EVERYTHING. Climate change? Blame Fictional character. Tennis look…
RT @Feisty_FL: Democrat candidates are bragging about being in WashingtonDC politics for over 30 years. They are the problem. They haven’t…,politics,3,RT @Feisty_FL: Democrat candidates are bragging about being in WashingtonDC politics for over 30 years. They are the problem. They haven’t…,RT @Feisty_FL: Democrat candidates are bragging about being in WashingtonDC politics for over 30 years. They are the problem. They haven’t…
"RT @TheView: Pelosi to name impeachment managers, House to vote on sending articles to Senate. https://t.co/AXq1k5IRbn",politics,3,"RT @TheView: Pelosi(Speaker of the United States House of Representatives) to name impeachment managers, House to vote on sending articles to Senate. https://t.co/AXq1k5IRbn","RT @TheView: Speaker of the United States House of Representatives to name impeachment managers, House to vote on sending articles to Senate. https://t.co/AXq1k5IRbn"
"RT @Zimrico: Presidential material per
@CNN @MSNBC @chrislhayes @chucktodd @KatyTurNBC @ErinBurnett @KatyTurNBC @jaketapper @maddow @Lawren…",politics,3,RT @Zimrico: Presidential material per @CNN @MSNBC @chrislhayes @chucktodd @KatyTurNBC @ErinBurnett @KatyTurNBC @jaketapper @maddow @Lawren…,RT @Zimrico: Presidential material per @CNN @MSNBC @chrislhayes @chucktodd @KatyTurNBC @ErinBurnett @KatyTurNBC @jaketapper @maddow @Lawren…
"Karim lala
Haji mastan
Varada bhai 
Tomas kurien 

None of them were into drugs/narcotic smuggling.. 
Didn't contro… https://t.co/JcdIvtWW0M",sports,0,Karim lala Haji mastan Varada bhai Tomas kurien None of them were into drugs/narcotic smuggling.. Didn't contro… https://t.co/JcdIvtWW0M,Karim lala Haji mastan Varada bhai Tomas kurien None of them were into drugs/narcotic smuggling.. Didn't contro… https://t.co/JcdIvtWW0M
"PM Modi vs IMA: Either prove doctors are bribed by pharma companies or apologise, says medical body https://t.co/7vE4FZshXL via @scroll_in",medical,2,"PM Modi vs IMA: Either prove doctors are bribed by pharma companies or apologise, says medical body https://t.co/7vE4FZshXL via @scroll_in","PM Modi vs IMA: Either prove doctors are bribed by pharma companies or apologise, says medical body https://t.co/7vE4FZshXL via @scroll_in"
"A new study says people who sit a lot die sooner. Basically, if you're a tennis umpire with a roommate who paints portraits, you're screwed.",sports,0,"A new study says people who sit a lot die sooner. Basically, if you're a tennis umpire with a roommate who paints portraits, you're screwed.","A new study says people who sit a lot die sooner. Basically, if you're a tennis umpire with a roommate who paints portraits, you're screwed."
"Q4 tax day, err'body! Fuck every dimwit on that stage last night, fuck the lunatic incumbent, fuck all 535 shitbags… https://t.co/a8fGIAjzLi",politics,3,"Q4 tax day, err'body! Fuck every dimwit on that stage last night, fuck the lunatic incumbent, fuck all 535 shitbags… https://t.co/a8fGIAjzLi","Q4 tax day, err'body! Fuck every dimwit on that stage last night, fuck the lunatic incumbent, fuck all 535 shitbags… https://t.co/a8fGIAjzLi"
"Babar Azam only Pakistani included in the ICC ODI team of the year. If we had more test like other nations, Babar s… https://t.co/uRHi87uEsf",sports,0,"Babar Azam(Pakistani cricketer) only Pakistani included in the ICC ODI team of the year. If we had more test like other nations, Babar s… https://t.co/uRHi87uEsf","Pakistani cricketer only Pakistani included in the ICC ODI team of the year. If we had more test like other nations, Babar s… https://t.co/uRHi87uEsf"
.@ThaddeusMedical has 10 patents pending and is helping to ensure medical supplies are transported at the correct t… https://t.co/o6Cm1qxmOm,medical,2,.@ThaddeusMedical has 10 patents pending and is helping to ensure medical supplies are transported at the correct t… https://t.co/o6Cm1qxmOm,.@ThaddeusMedical has 10 patents pending and is helping to ensure medical supplies are transported at the correct t… https://t.co/o6Cm1qxmOm
@HOLLYJISOO Why did you bring a cricket...,sports,0,@HOLLYJISOO Why did you bring a cricket...,@HOLLYJISOO Why did you bring a cricket...
RT @soon_coups: RT to get barricade at you next concert because I got it TWICE BRUH https://t.co/CA8Wp0375q,entertainment,1,RT @soon_coups: RT to get barricade at you next concert because I got it TWICE BRUH https://t.co/CA8Wp0375q,RT @soon_coups: RT to get barricade at you next concert because I got it TWICE BRUH https://t.co/CA8Wp0375q
RT @Alli_Oseguera: For medical reasons I’m no longer allowing myself to listen to Ribs by Lorde,medical,2,RT @Alli_Oseguera: For medical reasons I’m no longer allowing myself to listen to Ribs by Lorde,RT @Alli_Oseguera: For medical reasons I’m no longer allowing myself to listen to Ribs by Lorde
"RT @OneJacobKelly: When Ur Wife Joins Politics, Divorse her or Marry another Wife bcoz women get Many Husbands when in politics.

*Gladys S…",politics,3,"RT @OneJacobKelly: When Ur Wife Joins Politics, Divorse her or Marry another Wife bcoz women get Many Husbands when in politics. *Gladys S…","RT @OneJacobKelly: When Ur Wife Joins Politics, Divorse her or Marry another Wife bcoz women get Many Husbands when in politics. *Gladys S…"
RT @glennkirschner2: Please see this informative piece by @PeteWilliamsNBC on how Chief Justice Roberts might preside over the Trump impeac…,politics,3,RT @glennkirschner2: Please see this informative piece by @PeteWilliamsNBC on how Chief Justice Roberts(American advocate) might preside over the Trump(Musical instrument) impeac…,RT @glennkirschner2: Please see this informative piece by @PeteWilliamsNBC on how Chief Justice American advocate might preside over the Musical instrument impeac…
"Winners &amp; losers from the Iowa Democratic debate

Biden looks like a decent bet to win in Iowa, despite some weak d… https://t.co/JiuccBiAoQ",politics,3,"Winners &amp(Video game); losers from the Iowa Democratic debate Biden(Former Vice President of the United States) looks like a decent bet to win in Iowa, despite some weak d… https://t.co/JiuccBiAoQ","Video game; losers from the Iowa Democratic debate Former Vice President of the United States looks like a decent bet to win in Iowa, despite some weak d… https://t.co/JiuccBiAoQ"
@NonnyMooseUK @ItsBlaineMan @5ilentMaj0rity @piersmorgan His party since 2016 has been so anti semetic HE HIMSELF I… https://t.co/j0rXdOEVp7,politics,3,@NonnyMooseUK @ItsBlaineMan @5ilentMaj0rity @piersmorgan His party since 2016 has been so anti semetic HE HIMSELF I… https://t.co/j0rXdOEVp7,@NonnyMooseUK @ItsBlaineMan @5ilentMaj0rity @piersmorgan His party since 2016 has been so anti semetic HE HIMSELF I… https://t.co/j0rXdOEVp7
"RT @OldCodger15: A Glitch! 75,000 foreign criminals convicted ! Yet we are told by the politicians how wonderful the foreigners are for thi…",politics,3,"RT @OldCodger15: A Glitch! 75,000 foreign criminals convicted ! Yet we are told by the politicians how wonderful the foreigners are for thi…","RT @OldCodger15: A Glitch! 75,000 foreign criminals convicted ! Yet we are told by the politicians how wonderful the foreigners are for thi…"
"RT @BookieInsidrs: Our Tennis expert @MatchPointBets has an #AustralianOpen package (Main draw starts Monday)

If you want to tail it's a o…",sports,0,RT @BookieInsidrs: Our Tennis expert @MatchPointBets has an #AustralianOpen package (Main draw starts Monday) If you want to tail it's a o…,RT @BookieInsidrs: Our Tennis expert @MatchPointBets has an #AustralianOpen package (Main draw starts Monday) If you want to tail it's a o…
RT @SpudLovr: Scott Walker's Foxconn Deal Looks Like a Giant Bunco Scheme https://t.co/xUqPbKJA18 #wiunion #wiright #wipolitics,politics,3,RT @SpudLovr: Scott Walker's Foxconn Deal Looks Like a Giant Bunco Scheme https://t.co/xUqPbKJA18 #wiunion #wiright #wipolitics,RT @SpudLovr: Scott Walker's Foxconn Deal Looks Like a Giant Bunco Scheme https://t.co/xUqPbKJA18 #wiunion #wiright #wipolitics
"RT @rngltrc: In light of John Lloyd and Shaina's reunion:

Vaginismus, just like any other disease or disorder, is a medical concern which…",medical,2,"RT @rngltrc: In light of John Lloyd(Television producer) and Shaina(Filipino actress)'s reunion: Vaginismus, just like any other disease or disorder, is a medical concern which…","RT @rngltrc: In light of Television producer and Filipino actress's reunion: Vaginismus, just like any other disease or disorder, is a medical concern which…"
"RT @MerakiPH_17: 💎 #SVTOdeToYouinManila Team Concert GA 💎

Mechanics:
- Follow us
- RT &amp; LIKE this tweet
- Reply ur fave photo of ur bias w…",entertainment,1,RT @MerakiPH_17: 💎 #SVTOdeToYouinManila Team Concert GA 💎 Mechanics: - Follow us - RT &amp; LIKE this tweet - Reply ur fave photo of ur bias w…,RT @MerakiPH_17: 💎 #SVTOdeToYouinManila Team Concert GA 💎 Mechanics: - Follow us - RT &amp; LIKE this tweet - Reply ur fave photo of ur bias w…
"RT @WingsForX1: One It! We woke up today to win a war. We've learned to defend X1, now it is time for us to charge! Gear up and fight until…",entertainment,1,"RT @WingsForX1(Laptop): One It! We woke up today to win a war. We've learned to defend X1(Laptop), now it is time for us to charge! Gear up and fight until…","RT @WingsForLaptop: One It! We woke up today to win a war. We've learned to defend Laptop, now it is time for us to charge! Gear up and fight until…"
RT @OFemmeFataleZ: Being pro-choice doesn’t mean that you are an advocate for abortion. It means you know enough as an adult to understand…,medical,2,RT @OFemmeFataleZ: Being pro-choice doesn’t mean that you are an advocate for abortion. It means you know enough as an adult to understand…,RT @OFemmeFataleZ: Being pro-choice doesn’t mean that you are an advocate for abortion. It means you know enough as an adult to understand…
why is there suddenly a load of people talking shit about medical professionals on my tl? this is fucked up especia… https://t.co/8gRYuXv7RI,medical,2,why is there suddenly a load of people talking shit about medical professionals on my tl? this is fucked up especia… https://t.co/8gRYuXv7RI,why is there suddenly a load of people talking shit about medical professionals on my tl? this is fucked up especia… https://t.co/8gRYuXv7RI
"RT @SooksThe: Absolutely unbelievable!

Comparing Brexit to 1930's Germany and saying Remainers feelings are ""akin to bereavement and a gri…",politics,3,"RT @SooksThe: Absolutely unbelievable! Comparing Brexit to 1930's Germany and saying Remainers feelings are ""akin to bereavement and a gri…","RT @SooksThe: Absolutely unbelievable! Comparing Brexit to 1930's Germany and saying Remainers feelings are ""akin to bereavement and a gri…"
"RT @doctor_oxford: First corridors, now Portakabins. 

Portakabin medicine: what a dismal symbol of this government’s trashing of our preci…",politics,3,"RT @doctor_oxford: First corridors, now Portakabins. Portakabin medicine: what a dismal symbol of this government’s trashing of our preci…","RT @doctor_oxford: First corridors, now Portakabins. Portakabin medicine: what a dismal symbol of this government’s trashing of our preci…"
RT @world_nugget: Some of the biggest names in tennis have teamed up to raise funds for the bushfire appeal on a magical night in Melbourne…,sports,0,RT @world_nugget: Some of the biggest names in tennis have teamed up to raise funds for the bushfire appeal on a magical night in Melbourne…,RT @world_nugget: Some of the biggest names in tennis have teamed up to raise funds for the bushfire appeal on a magical night in Melbourne…
RT @mimdanidev: So here is why I think that the boys will regroup for a new #X1.  There are 9 agencies involved. So let's address them. Sta…,entertainment,1,RT @mimdanidev: So here is why I think that the boys will regroup for a new #X1. There are 9 agencies involved. So let's address them. Sta…,RT @mimdanidev: So here is why I think that the boys will regroup for a new #X1. There are 9 agencies involved. So let's address them. Sta…
RT @HHMU_Banksia: @lynnpotter11 @mikecoulson48 @redfeatherheat1 @psypher5 @Zoompad @WoodwarddianneJ @james00000001 @2018Tsalagi @chiefstone…,sports,0,RT @HHMU_Banksia: @lynnpotter11 @mikecoulson48 @redfeatherheat1 @psypher5 @Zoompad @WoodwarddianneJ @james00000001 @2018Tsalagi @chiefstone…,RT @HHMU_Banksia: @lynnpotter11 @mikecoulson48 @redfeatherheat1 @psypher5 @Zoompad @WoodwarddianneJ @james00000001 @2018Tsalagi @chiefstone…
"RT @CricketFanatik: Star #Indian cricketers #ViratKohli and #RohitSharma have won big at the #ICCAwards for the year 2019, which were annou…",sports,0,"RT @CricketFanatik: Star #Indian cricketers #ViratKohli and #RohitSharma have won big at the #ICCAwards for the year 2019, which were annou…","RT @CricketFanatik: Star #Indian cricketers #ViratKohli and #RohitSharma have won big at the #ICCAwards for the year 2019, which were annou…"
